Mandalgovi,0,MN,1551291373,67,45.76,106.27,6.49,3.4
Kawalu,68,ID,1551291374,97,-7.38,108.21,68.36,2.06
Tambun,75,MY,1551290400,83,4.62,101.14,80.6,2.24
Narsaq,75,GL,1551289800,32,60.91,-46.05,41.0,53.02
Maymyo,0,MM,1551291288,86,22.03,96.47,57.83,3.18
Nattarasankottai,20,IN,1551290400,51,9.87,78.55,82.4,5.97
Aranos,0,NA,1551291380,17,-24.14,19.11,82.9,4.63
Barabai,12,ID,1551291382,93,-2.59,115.38,76.28,1.72
Kijang,75,KR,1551290400,76,35.24,129.21,48.2,4.7
Zhanaozen,88,KZ,1551291385,65,43.35,52.85,36.64,8.21
Weatherford,75,US,1551291271,88,32.76,-97.8,64.99,5.97
Cassilandia,88,BR,1551291387,83,-19.11,-51.73,81.1,5.53
Ranong,0,TH,1551291389,100,9.96,98.62,81.1,11.68
Inirida,24,CO,1551291390,49,3.87,-67.92,92.03,2.95
Sitka,92,US,1551291313,66,37.17,-99.65,17.01,15.01
Tyumen,90,RU,1551290400,92,57.15,65.54,14.0,4.47
San Cristobal,40,EC,1551291318,46,-0.39,-78.55,73.4,9.17
Eregli,88,TR,1551291396,93,37.51,34.05,30.79,4.85
Leh,48,IN,1551291401,56,34.16,77.58,-22.0,1.61
Pinega,88,RU,1551291403,80,64.7,43.39,21.16,8.21
Arlit,0,NE,1551291405,55,18.74,7.39,72.1,2.62
Pitimbu,20,BR,1551290400,62,-7.47,-34.81,87.8,11.41
Turukhansk,80,RU,1551291410,99,65.8,87.96,1.0,7.09
Lorengau,92,PG,1551291411,100,-2.02,147.27,78.35,5.86
Tres Arroyos,20,AR,1551291413,82,-38.38,-60.28,64.85,14.03
Ingham,100,AU,1551291417,100,-18.65,146.16,76.55,13.02
Palanga,12,RO,1551291422,66,44.45,25.08,28.63,7.2
Inhambane,20,MZ,1551290400,88,-23.87,35.38,82.4,3.36
Nizhnevartovsk,90,RU,1551290400,92,60.93,76.58,6.8,4.47
Myitkyina,88,MM,1551291431,83,25.38,97.4,61.7,2.51
Kaeo,0,NZ,1551291174,100,-35.1,173.78,55.0,6.64
Yeppoon,40,AU,1551290400,64,-23.13,150.74,71.6,9.17
Phulji,0,PK,1551291435,54,26.88,67.68,56.89,3.96
Mingguang,12,CN,1551291436,95,32.78,118.01,35.56,3.18
Belmonte,8,PT,1551291351,76,40.36,-7.35,55.99,4.0
Palmer,0,AU,1551291416,73,-34.85,139.16,75.0,4.7
Shobara,90,JP,1551291294,75,34.92,133.05,44.6,9.17
Saravan,75,AM,1551290400,86,39.72,45.65,39.2,6.93
Tura,88,IN,1551291448,94,25.52,90.21,59.23,2.28
Bodh Gaya,75,IN,1551290400,82,24.7,84.98,64.4,6.93
Pandan,0,PH,1551291451,100,11.72,122.09,78.04,21.52
Bontang,0,ID,1551291453,92,0.12,117.47,81.95,12.91
Zhigalovo,56,RU,1551291454,69,54.81,105.15,15.26,2.73
Hofn,20,IS,1551291000,80,64.25,-15.21,39.2,8.05
Chateaubelair,75,VC,1551290400,69,13.28,-61.25,84.2,23.04
Agen,0,FR,1551291372,32,44.2,0.62,69.8,1.12
Arsenyev,68,RU,1551291204,85,44.16,133.27,28.85,4.85
Ler,75,NO,1551291317,86,63.2,10.3,41.0,32.21
Kruisfontein,36,ZA,1551291462,78,-34.0,24.73,62.2,13.58
Anaconda,90,US,1551291316,71,46.13,-112.94,8.6,2.95
Matay,0,EG,1551291465,38,28.42,30.79,58.28,9.1
Miraflores,64,CO,1551291466,51,5.2,-73.14,64.45,2.39
Itacare,20,BR,1551286800,70,-14.28,-39.0,89.6,6.93
Albury,0,AU,1551291372,52,-36.08,146.92,73.99,8.66
Alofi,88,NU,1551286800,94,-19.06,-169.92,78.8,9.17
Cobija,75,BR,1551290400,70,-11.02,-68.77,86.0,5.82
Sungaipenuh,68,ID,1551291473,96,-2.08,101.38,67.91,0.16
Kirra,0,GR,1551291389,63,38.43,22.45,46.0,4.0
Belaya Gora,68,RU,1551291476,76,68.54,146.19,-17.82,4.52
Balkanabat,80,TM,1551291477,90,39.51,54.36,42.04,3.29
Yarega,56,RU,1551291478,69,63.43,53.58,3.92,5.97
Acapulco,5,MX,1551289320,55,16.86,-99.88,87.8,5.82
Edd,0,ER,1551291481,27,13.93,41.69,80.38,4.41
Narasaraopet,8,IN,1551291482,58,16.24,80.05,79.97,11.45
Ewa Beach,1,US,1551291412,68,21.32,-158.01,69.8,9.1
Amapa,40,HN,1551290400,45,15.09,-87.97,87.8,11.41
Oranjemund,0,ZA,1551291486,92,-28.55,16.43,64.18,23.53
Chicama,0,PE,1551290400,74,-7.84,-79.15,78.8,9.17
Petropavlovsk-Kamchatskiy,20,RU,1551290400,91,53.05,158.65,-4.01,6.71
Lluta,75,PE,1551290400,63,-16.02,-72.01,62.6,10.29
Flinders,90,AU,1551291424,82,-34.58,150.85,70.0,4.7
Tema,0,GH,1551286800,70,5.66,-0.01,86.0,13.87
Pitsunda,90,GE,1551290400,86,43.16,40.34,39.2,4.47
Klyuchi,36,RU,1551291519,79,52.25,79.17,15.4,4.63
Leningradskiy,0,RU,1551291521,77,69.38,178.42,17.51,16.71
Constitucion,5,MX,1551291017,18,23.99,-104.67,71.01,3.36
Big Rapids,90,US,1551291513,73,43.7,-85.48,21.99,5.41
Yuksekova,20,TR,1551290400,64,37.57,44.29,33.8,4.7
Batagay-Alyta,0,RU,1551291485,41,67.8,130.41,-28.62,2.84
Kununurra,56,AU,1551290400,88,-15.77,128.74,77.0,2.24
Taizhou,24,CN,1551291521,84,32.48,119.91,45.0,1.01
Hualmay,12,PE,1551291532,60,-11.1,-77.61,80.87,5.86
Chhabra,0,IN,1551291534,81,24.67,76.85,55.58,8.55
Luderitz,0,NA,1551291535,68,-26.65,15.16,66.2,21.07
Inongo,36,CD,1551291536,93,-1.93,18.29,76.15,0.6
Baiao,92,BR,1551291538,89,-2.79,-49.67,77.81,2.84
Luohe,0,CN,1551291539,79,33.57,114.03,31.37,2.84
Sept-Iles,75,CA,1551291208,43,50.2,-66.38,12.99,16.11
Kirkwall,40,GB,1551291053,87,58.98,-2.96,48.2,8.05
Zarubino,8,RU,1551291291,100,42.65,131.06,29.8,4.63
Alice Springs,0,AU,1551290400,28,-23.7,133.88,71.6,5.82
Mbuji-Mayi,44,CD,1551291548,99,-6.13,23.6,70.88,2.17
Khudumelapye,12,BW,1551291549,56,-23.91,24.95,81.86,2.17
Muravlenko,0,RU,1551291551,55,63.79,74.5,-19.75,3.06
Sao Filipe,0,CV,1551291316,78,14.9,-24.5,75.61,18.05
Wilmington,44,US,1551291327,69,39.75,-75.55,37.99,5.82
Margate,0,AU,1551291439,76,-43.03,147.26,55.4,1.12
Skjervoy,75,NO,1551289800,100,70.03,20.97,32.0,25.28
Koutiala,64,ML,1551291557,19,12.39,-5.46,80.87,10.33
Talaya,75,RU,1551291323,79,55.79,84.89,23.0,13.42
Weligama,92,LK,1551291545,100,5.97,80.42,73.4,5.41
Torbay,75,CA,1551291509,68,47.66,-52.73,30.0,32.21
Alikovo,40,RU,1551290400,92,55.74,46.75,28.4,13.42
Emba,40,CY,1551291348,62,34.81,32.42,59.0,21.92
Lucapa,20,AO,1551291564,79,-8.42,20.74,74.89,1.95
Cootamundra,12,AU,1551291405,68,-34.64,148.03,68.0,5.99
Edinburg,75,US,1551291520,54,26.3,-98.16,82.4,10.29
Visnes,75,NO,1551291488,93,59.36,5.22,42.8,9.17
Havoysund,75,NO,1551289800,63,71.0,24.66,26.6,21.92
Bilibino,88,RU,1551291571,61,68.06,166.44,-9.0,2.62
Ialibu,80,PG,1551291573,95,-6.28,143.99,54.77,2.17
Vanimo,92,PG,1551291574,100,-2.67,141.3,81.23,7.2
Isiro,12,CD,1551291404,83,2.77,27.62,74.89,2.06
Hokitika,0,NZ,1551291577,100,-42.72,170.96,52.43,5.64
Levelland,75,US,1551286380,57,33.59,-102.38,48.2,19.46
Port Lincoln,8,AU,1551291321,100,-34.72,135.86,63.01,6.87
Hamilton,75,BM,1551291525,48,32.3,-64.78,64.4,2.24
Guyancourt,0,FR,1551291460,51,48.77,2.08,64.4,4.7
Swift Current,1,CA,1551286800,54,50.29,-107.8,5.0,23.04
Midland,1,US,1551291379,27,32.0,-102.08,75.2,5.82
Deyang,80,CN,1551291582,74,31.12,104.39,51.01,3.74
Pangody,12,RU,1551291587,69,65.85,74.49,-10.26,17.6
Guadalajara,0,ES,1551291528,18,40.63,-3.16,69.8,5.82
Neos Marmaras,76,GR,1551291536,61,40.1,23.78,46.99,3.0
Dhidhdhoo,32,MV,1551291591,100,6.88,73.1,81.91,5.19
Honiara,12,SB,1551291592,100,-9.43,159.96,69.71,2.39
Hambantota,80,LK,1551291594,100,6.12,81.12,76.69,1.28
Beloha,0,MG,1551291595,90,-25.17,45.06,76.37,3.96
